,doc.id,date
7567,225-B,7/18/1961
7568,226-B,7/18/1961
7569,232-B,7/19/1961
7570,235-B,7/20/1961
7571,237-B,7/21/1961
7572,238-B,7/21/1961
7573,240-B,7/21/1961
7574,245-B,7/27/1961
7575,251-B,7/27/1961
7576,252-B,7/27/1961
7577,256-B,7/29/1961
7578,259-B,7/31/1961
7579,262-B,7/31/1961
7580,264-B,7/29/1961
7581,274-B,7/25/1961
7582,280-B,8/3/1961
7583,291-B,8/3/1961
7584,293-B,8/3/1961
7585,294-B,8/3/1961
7586,298-B,8/3/1961
7587,299-B,9/3/1961
7588,301-B,8/3/1961
7589,302-B,8/4/1961
7590,303-B,8/4/1961
7591,304-B,8/4/1961
7592,312-B,8/4/1961
7593,315-B,7/31/1961
7594,316-B,7/31/1961
7595,319-B,7/31/1961
7596,320-B,7/31/1961
7597,321-B,8/7/1961
7598,335-B,8/9/1961
7599,337-B,8/18/1961
7600,355-B,8/16/1961
7601,356-B,8/16/1961
7602,367-B,8/18/1961
7603,369-B,8/18/1961
7604,381-B,8/18/1961
7605,386-B,8/19/1961
7606,387-B,8/20/1961
7607,395-B,8/22/1961
7608,397-B,8/22/1961
7609,398-B,8/15/1961
7610,399-B,8/22/1961
7611,402-B,8/22/1961
7612,404-B,8/22/1961
7613,406-B,8/25/1961
7614,409-B,8/25/1961
7615,411-B,8/25/1961
7616,412-B,8/23/1961
7617,413-B,8/24/1961
7618,414-B,8/22/1961
7619,418-B,8/26/1961
7620,419-B,8/24/1961
7621,425-B,9/9/1961
7622,429-B,8/28/1961
7623,432-B,8/28/1961
7624,436-B,8/22/1961
7625,441-B,8/29/1961
7626,444-B,8/31/1961
7627,450-B,9/1/1961
7628,453-B,8/31/1961
7629,455-B,9/2/1961
7630,461-B,9/3/1961
7631,466-B,9/6/1961
7632,468-B,9/6/1961
7633,469-B,9/6/1961
7634,472-B,9/7/1961
7635,473-B,9/7/1961
7636,475-B,9/7/1961
7637,480-B,9/7/1961
7638,484-B,9/8/1961
7639,486-B,9/8/1961
7640,497-B,9/11/1961
7641,511-B,9/14/1961
7642,513-B,9/17/1961
7643,515-B,9/18/1961
7644,519-B,9/16/1961
7645,520-B,9/16/1961
7646,523-B,9/16/1961
7647,526-B,9/16/1961
7648,527-B,9/16/1961
7649,531-B,9/16/1961
7650,532-B,9/16/1961
7651,537-B,9/18/1961
7652,538-B,9/18/1961
7653,540-B,9/18/1961
7654,545-B,9/22/1961
7655,546-B,9/22/1961
7656,547-B,9/22/1961
7657,549-B,9/25/1961
7658,550-B,9/25/1961
7659,552-B,9/25/1961
7660,553-B,9/27/1961
7661,554-B,9/28/1961
7662,557-B,9/28/1961
7663,559-B,9/29/1961
7664,567-B,9/30/1961
7665,575-B,10/3/1961
7666,577-B,10/6/1961
7667,578-B,10/3/1961
7668,585-B,10/3/1961
7669,587-B,10/3/1961
7670,588-B,10/4/1961
7671,591-B,10/5/1961
7672,593-B,10/5/1961
7673,602-B,10/6/1961
7674,615-B,10/6/1961
7675,618-B,10/10/1961
7676,619-B,10/10/1961
7677,620-B,10/10/1961
7678,621-B,10/10/1961
7679,624-B,10/10/1961
7680,628-B,10/11/1961
7681,629-B,10/11/1961
7682,633-B,10/13/1961
7683,634-B,10/13/1961
7684,636-B,10/12/1961
7685,637-B,10/12/1961
7686,638-B,10/11/1961
7687,646-B,10/16/1961
7688,648-B,10/16/1961
7689,656-B,10/21/1961
7690,659-B,10/18/1961
7691,667-B,10/14/1961
7692,668-B,10/14/1961
7693,671-B,10/19/1961
7694,673-B,10/20/1961
7695,674-B,10/18/1961
7696,680-B,10/22/1961
7697,681-B,10/17/1961
7698,683-B,10/21/1961
7699,686-B,10/21/1961
7700,693-B,10/25/1961
7701,696-B,10/26/1961
7702,697-B,10/26/1961
7703,705-B,11/2/1961
7704,715-B,11/6/1961
7705,724-B,11/6/1961
7706,726-B,11/10/1961
7707,728-B,11/1/1961
7708,730-B,11/7/1961
7709,732-B,11/7/1961
7710,736-B,11/8/1961
7711,745-B,11/9/1961
7712,757-B,11/15/1961
7713,758-B,11/16/1961
7714,760-B,11/16/1961
7715,763-B,11/17/1961
7716,767-B,11/17/1961
7717,777-B,11/20/1961
7718,778-B,11/20/1961
7719,780-B,11/26/1961
7720,783-B,11/21/1961
7721,809-B,12/5/1961
7722,833-B,12/10/1961
7723,835-B,9/16/1961
7724,836-B,9/16/1961
7725,837-B,9/16/1961
7726,850-B,1/9/1962
7727,867-B,1/17/1962
7728,868-B,1/17/1962
7729,871-B,1/5/1962
7730,875-B,1/10/1962
7731,879-B,1/20/1962
7732,892-B,2/1/1962
7733,895-B,2/6/1962
7734,896-B,2/7/1962
7735,906-B,2/15/1962
7736,909-B,2/17/1962
7737,913-B,2/19/1962
7738,926-B,2/7/1962
7739,929-B,3/3/1962
7740,930-B,3/3/1962
7741,932-B,3/6/1962
7742,935-B,3/6/1962
7743,936-B,3/6/1962
7744,939-B,3/11/1962
7745,941-B,3/11/1962
7746,944-B,3/14/1962
7747,946-B,3/15/1962
7748,948-B,3/15/1962
7749,953-B,3/16/1962
7750,960-B,3/22/1962
7751,963-B,3/24/1962
7752,964-B,3/25/1962
7753,965-B,3/26/1962
7754,972-B,4/4/1962
7755,974-B,4/3/1962
7756,976-B,4/3/1962
7757,978-B,4/6/1962
7758,994-B,4/13/1962
7759,995-B,4/13/1962
7760,999-B,4/13/1962
7761,1000-B,4/13/1962
7762,1008-B,4/19/1962
7763,1014-B,4/26/1962
7764,1023-B,5/17/1962
7765,1024-B,5/17/1962
7766,1027-B,5/23/1962
7767,1028-B,5/23/1962
7768,1031-B,6/4/1962
7769,1037-B,6/14/1962
7770,1038-B,6/18/1962
7771,1046-B,7/18/1962
7772,1049-B,7/11/1962
7773,1050-B,7/12/1962
7774,1052-B,7/12/1962
7775,1053-B,7/12/1962
7776,1054-B,7/12/1962
7777,1056-B,7/12/1962
7778,1057-B,7/12/1962
7779,1058-B,7/12/1962
7780,1069-B,7/19/1962
7781,1070-B,7/20/1962
7782,1077-B,8/1/1962
7783,1083-B,8/2/1962
7784,1084-B,8/2/1962
7785,1098-B,8/16/1962
7786,1101-B,8/16/1962
7787,1132-B,8/27/1962
7788,1135-B,8/29/1958
7789,1143-B,9/1/1962
7790,1149-B,10/10/1962
7791,1153-B,9/6/1962
7792,1158-B,9/6/1962
7793,1159-B,9/7/1962
7794,1162-B,9/7/1962
7795,1163-B,9/7/1962
7796,1172-B,9/12/1962
7797,1179-B,9/25/1962
7798,1190-B,10/5/1962
7799,1194-B,10/11/1962
7800,1199-B,10/15/1962
7801,1206-B,10/17/1962
7802,1208-B,10/17/1962
7803,1210-B,10/12/1962
7804,1211-B,10/11/1962
7805,1241-B,10/27/1962
7806,1243-B,11/3/1962
7807,1245-B,10/27/1962
7808,1252-B,10/17/1962
7809,1264-B,10/27/1962
7810,1269-B,11/9/1962
7811,1270-B,11/9/1962
7812,1272-B,11/16/1962
7813,1274-B,11/23/1962
7814,1275-B,11/23/1962
7815,1277-B,11/23/1962
7816,1281-B,11/28/1962
7817,1283-B,11/28/1962
7818,1285-B,11/27/1962
7819,1291-B,1/8/1963
7820,1294-B,1/17/1963
7821,1299-B,1/22/1963
7822,1302-B,1/26/1963
7823,1305-B,2/4/1963
7824,1342-B,4/9/1963
7825,1343-B,4/9/1963
7826,1345-B,4/24/1963
7827,1353-B,6/7/1963
7828,1354-B,6/11/1963
7829,1355-B,6/14/1963
7830,1358-B,7/18/1963
7831,1368-B,8/15/1963
7832,1392-B,10/15/1963
7833,1409-B,6/26/1961
7834,1410-B,6/26/1961
7835,1415-B,8/21/1961
7836,1419-B,6/26/1961
7837,1422-B,6/26/1961
7838,1423-B,6/26/1961
7839,1424-B,6/26/1961
7840,1425-B,6/26/1961
7841,1430-B,9/8/1961
7842,1434-B,9/8/1961
7843,1437-B,9/8/1961
7844,1438-B,9/8/1961
7845,1440-B,9/8/1961
7846,1441-B,9/8/1961
7847,1442-B,9/8/1961
7848,1446-B,6/17/1961
7849,1514-B,10/18/1961
7850,1575-B,11/20/1961
7851,1626-B,12/3/1961
7852,1639-B,1/6/1962
7853,1647-B,1/7/1962
7854,1671-B,1/30/1962
7855,1768-B,3/5/1962
7856,1785-B,6/4/1961
7857,1786-B,6/5/1961
7858,1788-B,6/21/1961
7859,1790-B,6/4/1961
7860,1793-B,6/4/1961
7861,1794-B,6/5/1961
7862,1798-B,6/5/1961
7863,1804-B,6/5/1961
7864,1810-B,6/5/1961
7865,1813-B,6/5/1961
7866,1814-B,6/5/1961
7867,1816-B,6/5/1961
7868,1821-B,6/17/1961
7869,1827-B,6/30/1961
7870,1829-B,7/3/1961
7871,1831-B,7/3/1961
7872,1832-B,7/3/1961
7873,1833-B,7/3/1961
7874,1835-B,7/4/1961
7875,1836-B,7/7/1961
7876,1841-B,7/15/1961
7877,1842-B,7/19/1961
7878,1845-B,7/7/1961
7879,1847-B,8/24/1961
7880,1851-B,8/24/1961
7881,1855-B,8/22/1961
7882,1861-B,8/21/1961
7883,1865-B,8/21/1961
7884,1866-B,8/21/1961
7885,1867-B,9/19/1961
7886,1868-B,9/13/1961
7887,1869-B,9/13/1961
7888,1908-B,10/16/1963
7889,2031-B,10/13/1963
7890,2032-B,10/13/1963
7891,2052-B,10/15/1963
7892,2053-B,10/17/1963
7893,2072-B,10/12/1963
7894,2086-B,10/15/1963
7895,2088-B,10/15/1963
7896,2092-B,10/17/1963
7897,2103-B,10/19/1963
7898,2104-B,10/19/1963
7899,2121-B,10/23/1963
7900,2178-B,10/19/1963
7901,2185-B,10/16/1963
7902,2188-B,10/16/1963
7903,2213-B,11/8/1963
7904,2215-B,11/8/1963
7905,2216-B,11/8/1963
7906,2249-B,11/15/1963
7907,2284-B,11/9/1963
7908,2397-B,11/6/1963
7909,2398-B,11/6/1963
7910,2402-B,11/7/1963
7911,2407-B,11/8/1963
7912,2416-B,11/14/1963
7913,2459-B,11/16/1963
7914,2460-B,11/17/1963
7915,2462-B,11/13/1963
7916,2476-B,10/13/1961
7917,2478-B,10/13/1961
7918,2481-B,11/9/1961
7919,2483-B,11/15/1961
7920,2484-B,12/5/1961
7921,2486-B,12/18/1961
7922,2488-B,12/18/1961
7923,2490-B,12/18/1961
7924,2493-B,7/12/1961
7925,2494-B,7/12/1961
7926,2495-B,7/12/1961
7927,2496-B,7/12/1961
7928,2498-B,7/12/1961
7929,2499-B,7/12/1961
7930,2500-B,7/12/1961
7931,2501-B,7/12/1961
7932,2502-B,7/12/1961
7933,2503-B,7/14/1961
7934,2505-B,7/17/1961
7935,2506-B,7/17/1961
7936,2507-B,7/20/1961
7937,2508-B,7/31/1961
7938,2512-B,7/17/1961
7939,2513-B,7/25/1961
7940,2528-B,4/6/1962
7941,2529-B,4/11/1962
7942,2530-B,1/30/1962
7943,2532-B,2/1/1962
7944,2534-B,4/3/1962
7945,2535-B,4/11/1962
7946,2536-B,4/11/1962
7947,2546-B,10/10/1961
7948,2552-B,10/12/1961
7949,2554-B,10/13/1961
7950,2556-B,10/14/1959
7951,2569-B,10/18/1961
7952,2572-B,10/23/1961
7953,2574-B,10/23/1961
7954,2577-B,10/24/1961
7955,2580-B,10/25/1961
7956,2582-B,10/25/1961
7957,2586-B,10/27/1961
7958,2589-B,11/8/1961
7959,2590-B,11/8/1961
7960,2591-B,10/31/1961
7961,2593-B,11/8/1961
7962,2594-B,11/8/1959
7963,2595-B,10/31/1959
7964,2597-B,11/14/1961
7965,2598-B,11/15/1961
7966,2600-B,11/14/1961
7967,2605-B,8/25/1961
7968,2606-B,10/1/1961
7969,2607-B,10/20/1961
7970,2608-B,10/20/1961
7971,2609-B,10/20/1961
7972,2611-B,11/7/1961
7973,2613-B,11/8/1961
7974,2614-B,11/3/1961
7975,2616-B,1/11/1962
7976,2619-B,2/1/1962
7977,2624-B,1/30/1962
7978,2632-B,3/12/1962
7979,2634-B,11/7/1962
7980,2635-B,8/22/1961
7981,2636-B,8/23/1961
7982,2639-B,11/30/1961
7983,2645-B,8/30/1961
7984,2646-B,9/3/1961
7985,2648-B,9/2/1961
7986,2652-B,9/2/1961
7987,2653-B,8/3/1961
7988,2656-B,9/2/1961
7989,2664-B,9/1/1961
7990,2671-B,9/26/1961
7991,2675-B,9/26/1961
7992,2678-B,10/9/1961
7993,2679-B,10/9/1961
7994,2680-B,11/30/1961
7995,2681-B,11/30/1961
7996,2684-B,10/17/1961
7997,2685-B,10/17/1961
7998,2686-B,10/12/1961
7999,2688-B,10/19/1961
8000,2689-B,10/20/1961
8001,2690-B,10/20/1961
8002,2692-B,12/4/1961
8003,2693-B,12/4/1961
8004,2698-B,10/31/1961
8005,2699-B,10/31/1961
8006,2700-B,12/4/1961
8007,2708-B,12/2/1961
8008,2713-B,12/2/1961
8009,2715-B,12/4/1961
8010,2721-B,1/3/1962
8011,2722-B,1/9/1962
8012,2723-B,2/19/1962
8013,2726-B,2/24/1962
8014,2731-B,3/10/1962
8015,2736-B,7/1/1962
8016,2742-B,4/27/1962
8017,2743-B,9/14/1962
8018,2750-B,9/18/1962
8019,2751-B,9/18/1962
8020,2752-B,9/18/1962
8021,2756-B,8/2/1961
8022,2757-B,8/11/1961
8023,2758-B,7/21/1961
8024,2760-B,11/30/1961
8025,2766-B,2/7/1961
8026,2768-B,2/7/1961
8027,2772-B,4/4/1961
8028,2776-B,6/26/1961
8029,2777-B,6/26/1961
8030,2779-B,6/26/1961
8031,2784-B,6/26/1961
8032,2785-B,6/29/1961
8033,2789-B,10/24/1961
8034,2792-B,12/5/1961
8035,2796-B,12/5/1961
8036,2800-B,8/31/1962
8037,2822-B,10/15/1962
8038,2836-B,9/13/1961
8039,2841-B,11/17/1961
8040,2842-B,11/29/1961
8041,2844-B,11/3/1961
8042,2846-B,11/30/1961
8043,2850-B,1/16/1962
8044,2853-B,7/12/1962
8045,2854-B,7/20/1962
8046,2855-B,8/9/1962
8047,2856-B,8/9/1962
8048,2857-B,8/12/1962
8049,2858-B,8/30/1962
8050,2862-B,8/30/1962
8051,2864-B,6/4/1961
8052,2865-B,8/3/1961
8053,2866-B,7/28/1961
8054,2870-B,7/18/1961
8055,2871-B,7/19/1961
8056,2872-B,7/17/1961
8057,2873-B,7/17/1961
8058,2876-B,8/29/1961
8059,2878-B,8/22/1961
8060,2882-B,9/6/1961
8061,2884-B,9/6/1961
8062,2885-B,8/22/1961
8063,2887-B,9/14/1961
8064,2890-B,9/13/1961
8065,2891-B,9/16/1961
8066,2892-B,9/12/1961
8067,2893-B,9/22/1961
8068,2895-B,9/22/1961
8069,2896-B,9/22/1961
8070,2898-B,9/27/1961
8071,2900-B,9/27/1961
8072,2901-B,9/27/1961
8073,2902-B,9/27/1961
8074,2917-B,8/27/1962
8075,2918-B,9/1/1962
8076,2920-B,9/21/1962
8077,2922-B,9/21/1962
8078,2923-B,9/21/1962
8079,2930-B,9/21/1962
8080,2937-B,9/21/1962
8081,2946-B,9/21/1962
8082,2948-B,9/21/1962
8083,2949-B,9/21/1962
8084,2950-B,9/21/1962
8085,2951-B,9/21/1962
8086,2954-B,9/21/1962
8087,2956-B,9/21/1962
8088,2957-B,9/21/1962
8089,2958-B,9/21/1962
8090,2959-B,9/21/1962
8091,2960-B,9/21/1962
8092,2961-B,9/21/1962
8093,2962-B,9/21/1962
8094,2963-B,9/21/1962
8095,2964-B,9/21/1962
8096,2965-B,9/21/1962
8097,2967-B,9/21/1962
8098,2968-B,9/21/1962
8099,2969-B,6/22/1961
8100,2971-B,6/22/1961
8101,2972-B,6/22/1961
8102,2974-B,6/22/1961
8103,2975-B,6/22/1961
8104,2976-B,6/22/1961
8105,2978-B,6/22/1961
8106,2979-B,6/22/1961
8107,2980-B,6/22/1961
8108,2981-B,6/22/1961
8109,2983-B,6/22/1961
8110,2987-B,6/22/1961
8111,2988-B,6/22/1961
8112,2989-B,6/22/1961
8113,2994-B,8/5/1961
8114,2996-B,8/5/1961
8115,2997-B,8/5/1961
8116,3001-B,8/6/1961
8117,3002-B,8/6/1961
8118,3004-B,8/5/1961
8119,3009-B,8/11/1961
8120,3013-B,9/15/1961
8121,3015-B,9/15/1961
8122,3018-B,9/15/1961
8123,3021-B,9/15/1961
8124,3028-B,9/15/1961
8125,3029-B,9/15/1961
8126,3035-B,8/30/1961
8127,3039-B,8/31/1961
8128,3045-B,9/25/1961
8129,3047-B,9/25/1961
8130,3049-B,4/15/1963
8131,3052-B,4/15/1963
8132,3054-B,4/15/1963
8133,3055-B,4/15/1963
8134,3056-B,4/15/1963
8135,3060-B,4/15/1963
8136,3062-B,4/15/1963
8137,3064-B,4/15/1963
8138,3065-B,6/27/1961
8139,3066-B,6/27/1961
8140,3067-B,6/27/1961
8141,3068-B,6/27/1961
8142,3069-B,6/27/1961
8143,3070-B,6/27/1961
8144,3071-B,6/27/1961
8145,3072-B,6/27/1961
8146,3073-B,3/24/1960
8147,3075-B,6/6/1961
8148,3076-B,6/13/1961
8149,3077-B,6/15/1961
8150,3078-B,6/15/1961
8151,3079-B,6/21/1961
8152,3080-B,6/22/1961
8153,3084-B,7/18/1961
8154,3085-B,7/25/1961
8155,4-B,12/26/1960
8156,11-B,12/26/1960
8157,12-B,12/26/1960
8158,16-B,1/10/1961
8159,20-B,1/10/1961
8160,22-B,2/10/1961
8161,28-B,2/17/1961
8162,41-B,3/30/1961
8163,43-B,3/24/1961
8164,44-B,3/24/1961
8165,46-B,3/24/1961
8166,47-B,3/24/1961
8167,51-B,4/13/1961
8168,55-B,4/26/1961
8169,57-B,5/13/1961
8170,59-B,5/13/1961
8171,70-B,5/27/1961
8172,71-B,5/27/1961
8173,72-B,5/29/1961
8174,73-B,5/29/1961
8175,76-B,5/5/1961
8176,80-B,5/5/1961
8177,81-B,5/5/1961
8178,82-B,5/5/1961
8179,83-B,5/5/1961
8180,84-B,6/9/1961
8181,87-B,6/9/1961
8182,92-B,6/17/1961
8183,94-B,6/16/1961
8184,95-B,6/16/1961
8185,96-B,6/16/1961
8186,98-B,6/16/1961
8187,99-B,6/16/1961
8188,102-B,7/10/1961
8189,112-B,6/16/1961
8190,114-B,6/19/1961
8191,117-B,6/19/1961
8192,119-B,9/19/1961
8193,131-B,6/28/1961
8194,133-B,6/28/1961
8195,134-B,6/28/1961
8196,135-B,6/28/1961
8197,139-B,6/29/1961
8198,141-B,6/29/1961
8199,142-B,6/29/1961
8200,144-B,6/30/1961
8201,151-B,6/29/1961
8202,152-B,6/30/1961
8203,155-B,6/12/1961
8204,158-B,7/5/1961
8205,167-B,7/6/1961
8206,168-B,7/6/1961
8207,184-B,7/7/1961
8208,186-B,7/7/1961
8209,188-B,7/7/1961
8210,205-B,7/14/1961
8211,207-B,7/9/1961
8212,208-B,7/9/1961
8213,213-B,7/14/1961
8214,216-B,7/17/1961
8215,219-B,7/18/1961
8216,220-B,7/18/1961
8217,222-B,7/18/1961
8218,224-B,7/18/1961
8219,225-B,7/18/1961
8220,237-B,7/21/1961
8221,238-B,7/21/1961
8222,251-B,7/27/1961
8223,252-B,7/27/1961
8224,256-B,7/29/1961
8225,262-B,7/31/1961
8226,264-B,7/29/1961
8227,274-B,7/25/1961
8228,280-B,8/3/1961
8229,294-B,8/3/1961
8230,298-B,8/3/1961
8231,299-B,9/3/1961
8232,301-B,8/3/1961
8233,302-B,8/4/1961
8234,303-B,8/4/1961
8235,304-B,8/4/1961
8236,312-B,8/4/1961
8237,315-B,7/31/1961
8238,319-B,7/31/1961
8239,320-B,7/31/1961
8240,335-B,8/9/1961
8241,337-B,8/18/1961
8242,355-B,8/16/1961
8243,356-B,8/16/1961
8244,367-B,8/18/1961
8245,369-B,8/18/1961
8246,386-B,8/19/1961
8247,395-B,8/22/1961
8248,397-B,8/22/1961
8249,398-B,8/15/1961
8250,402-B,8/22/1961
8251,404-B,8/22/1961
8252,406-B,8/25/1961
8253,409-B,8/25/1961
8254,411-B,8/25/1961
8255,412-B,8/23/1961
8256,413-B,8/24/1961
8257,414-B,8/22/1961
8258,418-B,8/26/1961
8259,425-B,9/9/1961
8260,429-B,8/28/1961
8261,432-B,8/28/1961
8262,436-B,8/22/1961
8263,444-B,8/31/1961
8264,455-B,9/2/1961
8265,461-B,9/3/1961
8266,466-B,9/6/1961
8267,468-B,9/6/1961
8268,480-B,9/7/1961
8269,486-B,9/8/1961
8270,497-B,9/11/1961
8271,511-B,9/14/1961
8272,513-B,9/17/1961
8273,515-B,9/18/1961
8274,520-B,9/16/1961
8275,527-B,9/16/1961
8276,532-B,9/16/1961
8277,537-B,9/18/1961
8278,538-B,9/18/1961
8279,540-B,9/18/1961
8280,545-B,9/22/1961
8281,546-B,9/22/1961
8282,547-B,9/22/1961
8283,550-B,9/25/1961
8284,552-B,9/25/1961
8285,554-B,9/28/1961
8286,557-B,9/28/1961
8287,559-B,9/29/1961
8288,567-B,9/30/1961
8289,577-B,10/6/1961
8290,578-B,10/3/1961
8291,585-B,10/3/1961
8292,588-B,10/4/1961
8293,591-B,10/5/1961
8294,593-B,10/5/1961
8295,615-B,10/6/1961
8296,624-B,10/10/1961
8297,628-B,10/11/1961
8298,629-B,10/11/1961
8299,633-B,10/13/1961
8300,636-B,10/12/1961
8301,637-B,10/12/1961
8302,638-B,10/11/1961
8303,646-B,10/16/1961
8304,648-B,10/16/1961
8305,656-B,10/21/1961
8306,659-B,10/18/1961
8307,668-B,10/14/1961
8308,671-B,10/19/1961
8309,680-B,10/22/1961
8310,683-B,10/21/1961
8311,686-B,10/21/1961
8312,693-B,10/25/1961
8313,696-B,10/26/1961
8314,705-B,11/2/1961
8315,715-B,11/6/1961
8316,724-B,11/6/1961
8317,728-B,11/1/1961
8318,730-B,11/7/1961
8319,732-B,11/7/1961
8320,736-B,11/8/1961
8321,757-B,11/15/1961
8322,758-B,11/16/1961
8323,767-B,11/17/1961
8324,777-B,11/20/1961
8325,778-B,11/20/1961
8326,780-B,11/26/1961
8327,809-B,12/5/1961
8328,833-B,12/10/1961
8329,835-B,9/16/1961
8330,836-B,9/16/1961
8331,850-B,1/9/1962
8332,867-B,1/17/1962
8333,868-B,1/17/1962
8334,871-B,1/5/1962
8335,875-B,1/10/1962
8336,879-B,1/20/1962
8337,892-B,2/1/1962
8338,895-B,2/6/1962
8339,929-B,3/3/1962
8340,930-B,3/3/1962
8341,935-B,3/6/1962
8342,939-B,3/11/1962
8343,941-B,3/11/1962
8344,944-B,3/14/1962
8345,946-B,3/15/1962
8346,960-B,3/22/1962
8347,963-B,3/24/1962
8348,964-B,3/25/1962
8349,965-B,3/26/1962
8350,972-B,4/4/1962
8351,974-B,4/3/1962
8352,976-B,4/3/1962
8353,978-B,4/6/1962
8354,995-B,4/13/1962
8355,999-B,4/13/1962
8356,1000-B,4/13/1962
8357,1008-B,4/19/1962
8358,1014-B,4/26/1962
8359,1023-B,5/17/1962
8360,1024-B,5/17/1962
8361,1028-B,5/23/1962
8362,1031-B,6/4/1962
8363,1037-B,6/14/1962
8364,1038-B,6/18/1962
8365,1046-B,7/18/1962
8366,1049-B,7/11/1962
8367,1050-B,7/12/1962
8368,1052-B,7/12/1962
8369,1053-B,7/12/1962
8370,1056-B,7/12/1962
8371,1057-B,7/12/1962
8372,1069-B,7/19/1962
8373,1077-B,8/1/1962
8374,1083-B,8/2/1962
8375,1084-B,8/2/1962
8376,1098-B,8/16/1962
8377,1101-B,8/16/1962
8378,1143-B,9/1/1962
8379,1149-B,10/10/1962
8380,1158-B,9/6/1962
8381,1159-B,9/7/1962
8382,1162-B,9/7/1962
8383,1163-B,9/7/1962
8384,1172-B,9/12/1962
8385,1179-B,9/25/1962
8386,1190-B,10/5/1962
8387,1208-B,10/17/1962
8388,1210-B,10/12/1962
8389,1241-B,10/27/1962
8390,1243-B,11/3/1962
8391,1245-B,10/27/1962
8392,1264-B,10/27/1962
8393,1269-B,11/9/1962
8394,1270-B,11/9/1962
8395,1272-B,11/16/1962
8396,1274-B,11/23/1962
8397,1275-B,11/23/1962
8398,1277-B,11/23/1962
8399,1281-B,11/28/1962
8400,1283-B,11/28/1962
8401,1285-B,11/27/1962
8402,1291-B,1/8/1963
8403,1294-B,1/17/1963
8404,1302-B,1/26/1963
8405,1345-B,4/24/1963
8406,1353-B,6/7/1963
8407,1354-B,6/11/1963
8408,1355-B,6/14/1963
8409,1358-B,7/18/1963
8410,1392-B,10/15/1963
8411,1409-B,6/26/1961
8412,1410-B,6/26/1961
8413,1415-B,8/21/1961
8414,1419-B,6/26/1961
8415,1422-B,6/26/1961
8416,1423-B,6/26/1961
8417,1424-B,6/26/1961
8418,1425-B,6/26/1961
8419,1430-B,9/8/1961
8420,1434-B,9/8/1961
8421,1437-B,9/8/1961
8422,1438-B,9/8/1961
8423,1440-B,9/8/1961
8424,1441-B,9/8/1961
8425,1442-B,9/8/1961
8426,1446-B,6/17/1961
8427,1514-B,10/18/1961
8428,1575-B,11/20/1961
8429,1626-B,12/3/1961
8430,1647-B,1/7/1962
8431,1671-B,1/30/1962
8432,1768-B,3/5/1962
8433,1785-B,6/4/1961
8434,1788-B,6/21/1961
8435,1790-B,6/4/1961
8436,1793-B,6/4/1961
8437,1794-B,6/5/1961
8438,1798-B,6/5/1961
8439,1804-B,6/5/1961
8440,1813-B,6/5/1961
8441,1814-B,6/5/1961
8442,1816-B,6/5/1961
8443,1821-B,6/17/1961
8444,1827-B,6/30/1961
8445,1831-B,7/3/1961
8446,1832-B,7/3/1961
8447,1833-B,7/3/1961
8448,1835-B,7/4/1961
8449,1836-B,7/7/1961
8450,1841-B,7/15/1961
8451,1842-B,7/19/1961
8452,1847-B,8/24/1961
8453,1851-B,8/24/1961
8454,1855-B,8/22/1961
8455,1861-B,8/21/1961
8456,1865-B,8/21/1961
8457,1866-B,8/21/1961
8458,1867-B,9/19/1961
8459,1868-B,9/13/1961
8460,1908-B,10/16/1963
8461,2052-B,10/15/1963
8462,2053-B,10/17/1963
8463,2072-B,10/12/1963
8464,2092-B,10/17/1963
8465,2103-B,10/19/1963
8466,2104-B,10/19/1963
8467,2121-B,10/23/1963
8468,2185-B,10/16/1963
8469,2188-B,10/16/1963
8470,2215-B,11/8/1963
8471,2216-B,11/8/1963
8472,2249-B,11/15/1963
8473,2460-B,11/17/1963
8474,2476-B,10/13/1961
8475,2478-B,10/13/1961
8476,2481-B,11/9/1961
8477,2484-B,12/5/1961
8478,2486-B,12/18/1961
8479,2488-B,12/18/1961
8480,2490-B,12/18/1961
8481,2493-B,7/12/1961
8482,2494-B,7/12/1961
8483,2495-B,7/12/1961
8484,2496-B,7/12/1961
8485,2498-B,7/12/1961
8486,2499-B,7/12/1961
8487,2500-B,7/12/1961
8488,2501-B,7/12/1961
8489,2502-B,7/12/1961
8490,2503-B,7/14/1961
8491,2505-B,7/17/1961
8492,2506-B,7/17/1961
8493,2507-B,7/20/1961
8494,2513-B,7/25/1961
8495,2528-B,4/6/1962
8496,2530-B,1/30/1962
8497,2532-B,2/1/1962
8498,2534-B,4/3/1962
8499,2535-B,4/11/1962
8500,2536-B,4/11/1962
8501,2546-B,10/10/1961
8502,2554-B,10/13/1961
8503,2556-B,10/14/1959
8504,2569-B,10/18/1961
8505,2572-B,10/23/1961
8506,2574-B,10/23/1961
8507,2580-B,10/25/1961
8508,2586-B,10/27/1961
8509,2590-B,11/8/1961
8510,2591-B,10/31/1961
8511,2594-B,11/8/1959
8512,2595-B,10/31/1959
8513,2598-B,11/15/1961
8514,2600-B,11/14/1961
8515,2605-B,8/25/1961
8516,2606-B,10/1/1961
8517,2608-B,10/20/1961
8518,2609-B,10/20/1961
8519,2611-B,11/7/1961
8520,2613-B,11/8/1961
8521,2616-B,1/11/1962
8522,2619-B,2/1/1962
8523,2624-B,1/30/1962
8524,2632-B,3/12/1962
8525,2634-B,11/7/1962
