,doc.id,date
3199,162-B,7/5/1961
3200,164-B,7/6/1961
3201,166-B,7/6/1961
3202,167-B,7/6/1961
3203,168-B,7/6/1961
3204,169-B,7/6/1961
3205,170-B,7/7/1961
3206,171-B,7/7/1961
3207,172-B,7/7/1961
3208,173-B,7/7/1961
3209,176-B,7/7/1961
3210,178-B,7/12/1961
3211,180-B,7/10/1961
3212,181-B,7/12/1961
3213,182-B,7/12/1961
3214,184-B,7/7/1961
3215,185-B,7/7/1961
3216,186-B,7/7/1961
3217,188-B,7/7/1961
3218,189-B,7/7/1961
3219,191-B,7/10/1961
3220,192-B,7/13/1961
3221,194-B,7/13/1961
3222,196-B,7/10/1961
3223,199-B,7/7/1961
3224,201-B,7/13/1961
3225,203-B,7/13/1961
3226,204-B,7/14/1961
3227,205-B,7/14/1961
3228,206-B,7/14/1961
3229,207-B,7/9/1961
3230,208-B,7/9/1961
3231,209-B,7/9/1961
3232,210-B,7/14/1961
3233,211-B,7/14/1961
3234,212-B,7/14/1961
3235,213-B,7/14/1961
3236,215-B,7/17/1961
3237,216-B,7/17/1961
3238,217-B,7/17/1961
3239,219-B,7/18/1961
3240,220-B,7/18/1961
3241,222-B,7/18/1961
3242,223-B,7/18/1961
3243,224-B,7/18/1961
3244,225-B,7/18/1961
3245,226-B,7/18/1961
3246,229-B,7/19/1961
3247,231-B,7/19/1961
3248,232-B,7/19/1961
3249,233-B,7/20/1961
3250,235-B,7/20/1961
3251,237-B,7/21/1961
3252,238-B,7/21/1961
3253,239-B,7/21/1961
3254,240-B,7/21/1961
3255,241-B,7/21/1961
3256,242-B,7/22/1961
3257,244-B,7/27/1961
3258,245-B,7/27/1961
3259,246-B,7/27/1961
3260,247-B,7/27/1961
3261,248-B,7/25/1961
3262,249-B,7/27/1961
3263,251-B,7/27/1961
3264,252-B,7/27/1961
3265,253-B,7/27/1961
3266,256-B,7/29/1961
3267,257-B,7/31/1961
3268,258-B,7/31/1961
3269,259-B,7/31/1961
3270,261-B,7/31/1961
3271,262-B,7/31/1961
3272,264-B,7/29/1961
3273,266-B,7/21/1961
3274,267-B,7/21/1961
3275,270-B,7/19/1961
3276,272-B,7/19/1961
3277,273-B,7/19/1961
3278,274-B,7/25/1961
3279,277-B,7/26/1961
3280,278-B,7/31/1961
3281,280-B,8/3/1961
3282,282-B,8/3/1961
3283,283-B,8/3/1961
3284,284-B,8/16/1961
3285,285-B,8/11/1961
3286,286-B,8/1/1961
3287,287-B,8/1/1961
3288,290-B,8/3/1961
3289,291-B,8/3/1961
3290,292-B,8/3/1961
3291,293-B,8/3/1961
3292,294-B,8/3/1961
3293,295-B,8/3/1961
3294,298-B,8/3/1961
3295,299-B,9/3/1961
3296,300-B,8/3/1961
3297,301-B,8/3/1961
3298,302-B,8/4/1961
3299,303-B,8/4/1961
3300,304-B,8/4/1961
3301,305-B,8/4/1961
3302,306-B,7/30/1961
3303,312-B,8/4/1961
3304,314-B,7/31/1961
3305,315-B,7/31/1961
3306,316-B,7/31/1961
3307,317-B,7/31/1961
3308,318-B,7/31/1961
3309,319-B,7/31/1961
3310,320-B,7/31/1961
3311,321-B,8/7/1961
3312,325-B,8/7/1961
3313,326-B,8/1/1961
3314,327-B,8/3/1961
3315,328-B,8/3/1961
3316,329-B,8/8/1961
3317,330-B,8/8/1961
3318,335-B,8/9/1961
3319,336-B,8/9/1961
3320,337-B,8/18/1961
3321,340-B,8/11/1961
3322,341-B,8/11/1961
3323,342-B,8/11/1961
3324,343-B,8/11/1961
3325,344-B,8/11/1961
3326,345-B,8/11/1961
3327,346-B,8/12/1961
3328,347-B,8/14/1961
3329,348-B,8/14/1961
3330,349-B,8/14/1961
3331,352-B,8/16/1961
3332,355-B,8/16/1961
3333,356-B,8/16/1961
3334,358-B,8/17/1961
3335,359-B,8/17/1961
3336,360-B,8/17/1961
3337,361-B,8/17/1961
3338,363-B,8/17/1961
3339,364-B,8/17/1961
3340,365-B,8/17/1961
3341,367-B,8/18/1961
3342,368-B,9/18/1961
3343,369-B,8/18/1961
3344,370-B,8/18/1961
3345,374-B,8/18/1961
3346,375-B,8/18/1961
3347,376-B,8/18/1961
3348,377-B,8/19/1961
3349,378-B,8/20/1961
3350,381-B,8/18/1961
3351,382-B,8/18/1961
3352,383-B,8/18/1961
3353,384-B,8/18/1961
3354,385-B,8/17/1961
3355,386-B,8/19/1961
3356,387-B,8/20/1961
3357,390-B,8/18/1961
3358,392-B,8/22/1961
3359,394-B,8/21/1961
3360,395-B,8/22/1961
3361,397-B,8/22/1961
3362,398-B,8/15/1961
3363,399-B,8/22/1961
3364,402-B,8/22/1961
3365,404-B,8/22/1961
3366,405-B,8/25/1961
3367,406-B,8/25/1961
3368,407-B,8/25/1961
3369,408-B,8/25/1961
3370,409-B,8/25/1961
3371,410-B,8/25/1961
3372,411-B,8/25/1961
3373,412-B,8/23/1961
3374,413-B,8/24/1961
3375,414-B,8/22/1961
3376,416-B,8/24/1961
3377,418-B,8/26/1961
3378,419-B,8/24/1961
3379,421-B,8/24/1961
3380,422-B,8/24/1961
3381,425-B,9/9/1961
3382,427-B,8/28/1961
3383,429-B,8/28/1961
3384,432-B,8/28/1961
3385,433-B,8/28/1961
3386,436-B,8/22/1961
3387,437-B,8/22/1961
3388,439-B,8/29/1961
3389,440-B,8/29/1961
3390,441-B,8/29/1961
3391,443-B,8/31/1961
3392,444-B,8/31/1961
3393,446-B,9/17/1961
3394,448-B,9/19/1961
3395,450-B,9/1/1961
3396,451-B,9/1/1961
3397,453-B,8/31/1961
3398,455-B,9/2/1961
3399,456-B,9/2/1961
3400,457-B,9/2/1961
3401,459-B,9/5/1961
3402,460-B,9/3/1961
3403,461-B,9/3/1961
3404,463-B,9/5/1961
3405,464-B,9/3/1961
3406,466-B,9/6/1961
3407,468-B,9/6/1961
3408,469-B,9/6/1961
3409,470-B,9/6/1961
3410,471-B,9/7/1961
3411,472-B,9/7/1961
3412,473-B,9/7/1961
3413,474-B,9/7/1961
3414,475-B,9/7/1961
3415,476-B,9/7/1961
3416,477-B,9/7/1961
3417,480-B,9/7/1961
3418,481-B,9/8/1961
3419,482-B,9/8/1961
3420,484-B,9/8/1961
3421,486-B,9/8/1961
3422,489-B,9/9/1961
3423,492-B,9/11/1961
3424,493-B,9/11/1961
3425,494-B,9/11/1961
3426,495-B,9/11/1961
3427,496-B,9/11/1961
3428,497-B,9/11/1961
3429,500-B,9/12/1961
3430,502-B,9/12/1961
3431,503-B,9/12/1961
3432,506-B,9/13/1961
3433,507-B,9/14/1961
3434,509-B,9/14/1961
3435,511-B,9/14/1961
3436,512-B,9/15/1961
3437,513-B,9/17/1961
3438,514-B,9/18/1961
3439,515-B,9/18/1961
3440,517-B,9/16/1961
3441,518-B,9/16/1961
3442,519-B,9/16/1961
3443,520-B,9/16/1961
3444,521-B,9/16/1961
3445,523-B,9/16/1961
3446,524-B,9/16/1961
3447,525-B,9/16/1961
3448,526-B,9/16/1961
3449,527-B,9/16/1961
3450,528-B,9/16/1961
3451,529-B,9/16/1961
3452,530-B,9/16/1961
3453,531-B,9/16/1961
3454,532-B,9/16/1961
3455,535-B,9/17/1961
3456,536-B,9/18/1961
3457,537-B,9/18/1961
3458,538-B,9/18/1961
3459,540-B,9/18/1961
3460,542-B,9/22/1961
3461,544-B,9/22/1961
3462,545-B,9/22/1961
3463,546-B,9/22/1961
3464,547-B,9/22/1961
3465,548-B,9/22/1961
3466,549-B,9/25/1961
3467,550-B,9/25/1961
3468,552-B,9/25/1961
3469,553-B,9/27/1961
3470,554-B,9/28/1961
3471,555-B,9/28/1961
3472,556-B,9/28/1961
3473,557-B,9/28/1961
3474,558-B,9/28/1961
3475,559-B,9/29/1961
3476,561-B,9/26/1961
3477,563-B,9/26/1961
3478,567-B,9/30/1961
3479,568-B,9/30/1961
3480,570-B,9/28/1961
3481,572-B,10/2/1961
3482,575-B,10/3/1961
3483,576-B,10/3/1961
3484,577-B,10/6/1961
3485,578-B,10/3/1961
3486,579-B,10/3/1961
3487,581-B,10/4/1961
3488,582-B,10/1/1961
3489,583-B,10/5/1961
3490,585-B,10/3/1961
3491,586-B,10/3/1961
3492,587-B,10/3/1961
3493,588-B,10/4/1961
3494,589-B,9/29/1961
3495,591-B,10/5/1961
3496,592-B,10/5/1961
3497,593-B,10/5/1961
3498,594-B,10/5/1961
3499,597-B,10/5/1961
3500,600-B,10/6/1961
3501,602-B,10/6/1961
3502,603-B,10/6/1961
3503,604-B,10/6/1961
3504,605-B,10/6/1961
3505,607-B,9/28/1961
3506,608-B,10/6/1961
3507,609-B,10/7/1961
3508,613-B,10/7/1961
3509,614-B,10/9/1961
3510,615-B,10/6/1961
3511,617-B,10/10/1961
3512,618-B,10/10/1961
3513,619-B,10/10/1961
3514,620-B,10/10/1961
3515,621-B,10/10/1961
3516,622-B,10/10/1961
3517,624-B,10/10/1961
3518,628-B,10/11/1961
3519,629-B,10/11/1961
3520,630-B,10/12/1961
3521,632-B,10/12/1961
3522,633-B,10/13/1961
3523,634-B,10/13/1961
3524,636-B,10/12/1961
3525,637-B,10/12/1961
3526,638-B,10/11/1961
3527,643-B,10/15/1961
3528,644-B,10/15/1961
3529,646-B,10/16/1961
3530,648-B,10/16/1961
3531,650-B,10/16/1961
3532,651-B,10/16/1961
3533,653-B,10/16/1961
3534,655-B,10/16/1961
3535,656-B,10/21/1961
3536,657-B,10/17/1961
3537,658-B,10/18/1961
3538,659-B,10/18/1961
3539,660-B,10/18/1961
3540,662-B,10/18/1961
3541,664-B,10/18/1961
3542,665-B,10/18/1961
3543,666-B,10/19/1961
3544,667-B,10/14/1961
3545,668-B,10/14/1961
3546,669-B,10/17/1961
3547,671-B,10/19/1961
3548,673-B,10/20/1961
3549,674-B,10/18/1961
3550,675-B,10/18/1961
3551,676-B,10/18/1961
3552,677-B,10/20/1961
3553,678-B,10/20/1961
3554,679-B,10/21/1961
3555,680-B,10/22/1961
3556,681-B,10/17/1961
3557,682-B,10/23/1961
3558,683-B,10/21/1961
3559,685-B,10/23/1961
3560,686-B,10/21/1961
3561,688-B,10/24/1961
3562,693-B,10/25/1961
3563,694-B,10/26/1961
3564,695-B,10/26/1961
3565,696-B,10/26/1961
3566,697-B,10/26/1961
3567,699-B,10/27/1961
3568,700-B,10/27/1961
3569,701-B,10/30/1961
3570,702-B,10/30/1961
3571,703-B,10/31/1961
3572,704-B,11/1/1961
3573,705-B,11/2/1961
3574,706-B,11/2/1961
3575,707-B,11/2/1961
3576,709-B,11/3/1961
3577,710-B,11/5/1961
3578,711-B,11/5/1961
3579,712-B,11/6/1961
3580,714-B,11/6/1961
3581,715-B,11/6/1961
3582,719-B,11/4/1961
3583,721-B,11/3/1961
3584,722-B,11/3/1961
3585,723-B,11/3/1961
3586,724-B,11/6/1961
3587,725-B,11/3/1961
3588,726-B,11/10/1961
3589,728-B,11/1/1961
3590,730-B,11/7/1961
3591,732-B,11/7/1961
3592,733-B,11/7/1961
3593,734-B,11/8/1961
3594,736-B,11/8/1961
3595,738-B,11/9/1961
3596,742-B,11/9/1961
3597,743-B,11/9/1961
3598,744-B,11/9/1961
3599,745-B,11/9/1961
3600,747-B,11/19/1961
3601,749-B,11/14/1961
3602,752-B,11/15/1961
3603,753-B,11/15/1961
3604,754-B,11/15/1961
3605,755-B,11/15/1961
3606,757-B,11/15/1961
3607,758-B,11/16/1961
3608,759-B,11/16/1961
3609,760-B,11/16/1961
3610,763-B,11/17/1961
3611,765-B,11/17/1961
3612,766-B,11/17/1961
3613,767-B,11/17/1961
3614,768-B,11/18/1961
3615,769-B,11/18/1961
3616,771-B,11/18/1961
3617,772-B,11/18/1961
3618,774-B,11/20/1961
3619,777-B,11/20/1961
3620,778-B,11/20/1961
3621,779-B,11/20/1961
3622,780-B,11/26/1961
3623,783-B,11/21/1961
3624,784-B,11/20/1961
3625,786-B,11/20/1961
3626,787-B,11/20/1961
3627,788-B,11/20/1961
3628,790-B,11/22/1961
3629,793-B,11/24/1961
3630,796-B,11/28/1961
3631,799-B,12/1/1961
3632,802-B,12/1/1961
3633,803-B,12/1/1961
3634,804-B,12/1/1961
3635,805-B,12/4/1961
3636,807-B,12/6/1961
3637,808-B,12/4/1961
3638,809-B,12/5/1961
3639,810-B,12/8/1961
3640,813-B,12/12/1961
3641,815-B,12/12/1961
3642,818-B,12/13/1961
3643,822-B,12/13/1961
3644,823-B,12/19/1961
3645,824-B,12/20/1961
3646,825-B,12/13/1961
3647,828-B,12/31/1961
3648,829-B,9/16/1961
3649,830-B,9/16/1961
3650,833-B,12/10/1961
3651,834-B,9/16/1961
3652,835-B,9/16/1961
3653,836-B,9/16/1961
3654,837-B,9/16/1961
3655,838-B,9/16/1961
3656,839-B,9/16/1961
3657,840-B,9/16/1961
3658,841-B,9/16/1961
3659,842-B,1/5/1962
3660,844-B,1/4/1962
3661,845-B,1/2/1962
3662,846-B,1/2/1962
3663,847-B,1/9/1962
3664,848-B,1/9/1962
3665,849-B,1/9/1962
3666,850-B,1/9/1962
3667,851-B,1/12/1962
3668,852-B,1/12/1962
3669,854-B,1/15/1962
3670,857-B,1/15/1962
3671,859-B,1/15/1962
3672,862-B,1/15/1962
3673,863-B,1/15/1962
3674,864-B,1/16/1962
3675,865-B,1/16/1962
3676,867-B,1/17/1962
3677,868-B,1/17/1962
3678,869-B,1/17/1962
3679,871-B,1/5/1962
3680,872-B,1/5/1962
3681,874-B,1/5/1962
3682,875-B,1/10/1962
3683,876-B,1/10/1962
3684,877-B,1/10/1962
3685,878-B,1/20/1962
3686,879-B,1/20/1962
3687,880-B,1/22/1962
3688,881-B,1/18/1962
3689,882-B,1/22/1962
3690,883-B,1/24/1962
3691,884-B,1/24/1962
3692,885-B,1/23/1962
3693,887-B,1/23/1962
3694,888-B,1/29/1962
3695,889-B,1/31/1962
3696,891-B,1/31/1962
3697,892-B,2/1/1962
3698,893-B,2/5/1962
3699,894-B,2/9/1962
3700,895-B,2/6/1962
3701,896-B,2/7/1962
3702,897-B,2/1/1962
3703,902-B,2/10/1962
3704,904-B,2/13/1962
3705,906-B,2/15/1962
3706,907-B,2/15/1962
3707,909-B,2/17/1962
3708,910-B,2/19/1962
3709,912-B,2/19/1962
3710,913-B,2/19/1962
3711,914-B,2/19/1962
3712,915-B,2/19/1962
3713,918-B,2/20/1962
3714,920-B,2/20/1962
3715,921-B,2/20/1962
3716,922-B,2/19/1962
3717,923-B,2/19/1962
3718,925-B,2/22/1962
3719,926-B,2/7/1962
3720,927-B,3/1/1962
3721,928-B,3/1/1962
3722,929-B,3/3/1962
3723,930-B,3/3/1962
3724,931-B,3/6/1962
3725,932-B,3/6/1962
3726,933-B,3/4/1962
3727,935-B,3/6/1962
3728,936-B,3/6/1962
3729,939-B,3/11/1962
3730,940-B,3/11/1962
3731,941-B,3/11/1962
3732,942-B,3/11/1962
3733,943-B,3/14/1962
3734,944-B,3/14/1962
3735,945-B,3/16/1962
3736,946-B,3/15/1962
3737,947-B,3/15/1962
3738,948-B,3/15/1962
3739,949-B,3/20/1962
3740,950-B,3/20/1962
3741,951-B,3/20/1962
3742,953-B,3/16/1962
3743,955-B,3/22/1962
3744,956-B,3/22/1962
3745,957-B,3/22/1962
3746,958-B,3/22/1962
3747,959-B,3/22/1962
3748,960-B,3/22/1962
3749,961-B,3/22/1962
3750,962-B,3/23/1962
3751,963-B,3/24/1962
3752,964-B,3/25/1962
3753,965-B,3/26/1962
3754,969-B,3/29/1962
3755,971-B,4/3/1962
3756,972-B,4/4/1962
3757,973-B,4/4/1962
3758,974-B,4/3/1962
3759,975-B,4/3/1962
3760,976-B,4/3/1962
3761,978-B,4/6/1962
3762,980-B,4/4/1962
3763,981-B,4/6/1962
3764,983-B,4/6/1962
3765,985-B,4/12/1962
3766,986-B,4/9/1962
3767,987-B,4/9/1962
3768,988-B,4/9/1962
3769,990-B,4/9/1962
3770,991-B,4/9/1962
3771,992-B,4/10/1962
3772,993-B,4/23/1962
3773,994-B,4/13/1962
3774,995-B,4/13/1962
3775,996-B,4/13/1962
3776,997-B,4/13/1962
3777,998-B,4/13/1962
3778,999-B,4/13/1962
3779,1000-B,4/13/1962
3780,1001-B,4/13/1962
3781,1003-B,4/12/1962
3782,1004-B,4/12/1962
3783,1005-B,4/12/1962
3784,1006-B,4/15/1962
3785,1007-B,4/16/1962
3786,1008-B,4/19/1962
3787,1009-B,4/23/1962
3788,1013-B,4/24/1962
3789,1014-B,4/26/1962
3790,1015-B,4/26/1962
3791,1020-B,5/17/1962
3792,1022-B,5/17/1962
3793,1023-B,5/17/1962
3794,1024-B,5/17/1962
3795,1026-B,5/23/1962
3796,1027-B,5/23/1962
3797,1028-B,5/23/1962
3798,1031-B,6/4/1962
3799,1032-B,6/7/1962
3800,1033-B,6/7/1962
3801,1035-B,6/11/1962
3802,1036-B,6/9/1962
3803,1037-B,6/14/1962
3804,1038-B,6/18/1962
3805,1040-B,6/7/1962
3806,1041-B,6/7/1962
3807,1042-B,6/7/1962
3808,1044-B,6/18/1962
3809,1046-B,7/18/1962
3810,1047-B,6/26/1962
3811,1048-B,6/26/1962
3812,1049-B,7/11/1962
3813,1050-B,7/12/1962
3814,1052-B,7/12/1962
3815,1053-B,7/12/1962
3816,1054-B,7/12/1962
3817,1055-B,7/13/1962
3818,1056-B,7/12/1962
3819,1057-B,7/12/1962
3820,1058-B,7/12/1962
3821,1061-B,7/17/1962
3822,1063-B,7/18/1962
3823,1064-B,7/18/1962
3824,1066-B,7/18/1962
3825,1067-B,7/18/1962
3826,1069-B,7/19/1962
3827,1070-B,7/20/1962
3828,1072-B,7/24/1962
3829,1073-B,7/24/1962
3830,1077-B,8/1/1962
3831,1079-B,8/1/1962
3832,1080-B,8/1/1962
3833,1083-B,8/2/1962
3834,1084-B,8/2/1962
3835,1089-B,8/6/1962
3836,1090-B,8/6/1962
3837,1092-B,8/7/1962
3838,1093-B,8/10/1962
3839,1095-B,8/12/1962
3840,1097-B,8/12/1962
3841,1098-B,8/16/1962
3842,1099-B,8/16/1962
3843,1101-B,8/16/1962
3844,1102-B,8/17/1962
3845,1103-B,8/19/1962
3846,1107-B,8/20/1962
3847,1108-B,8/20/1962
3848,1110-B,8/20/1962
3849,1113-B,8/22/1962
3850,1114-B,8/22/1962
3851,1115-B,8/22/1962
3852,1117-B,8/23/1962
3853,1120-B,8/24/1962
3854,1122-B,8/24/1962
3855,1123-B,8/24/1962
3856,1125-B,8/24/1962
3857,1126-B,8/24/1962
3858,1127-B,8/24/1962
3859,1130-B,8/24/1962
3860,1131-B,8/27/1962
3861,1132-B,8/27/1962
3862,1133-B,8/25/1962
3863,1134-B,8/28/1962
3864,1135-B,8/29/1958
3865,1137-B,8/29/1962
3866,1138-B,8/29/1962
3867,1139-B,8/29/1962
3868,1140-B,8/29/1962
3869,1143-B,9/1/1962
3870,1145-B,8/31/1962
3871,1146-B,9/1/1962
3872,1147-B,9/1/1962
3873,1148-B,8/30/1962
3874,1149-B,10/10/1962
3875,1151-B,9/4/1962
3876,1153-B,9/6/1962
3877,1154-B,9/6/1962
3878,1155-B,9/6/1962
3879,1158-B,9/6/1962
3880,1159-B,9/7/1962
3881,1160-B,9/8/1962
3882,1161-B,9/8/1962
3883,1162-B,9/7/1962
3884,1163-B,9/7/1962
3885,1165-B,8/29/1962
3886,1166-B,9/10/1962
3887,1170-B,9/11/1962
3888,1172-B,9/12/1962
3889,1174-B,9/13/1962
3890,1175-B,9/18/1962
3891,1176-B,9/17/1962
3892,1177-B,9/20/1962
3893,1178-B,9/20/1962
3894,1179-B,9/25/1962
3895,1183-B,9/28/1962
3896,1184-B,9/28/1962
3897,1185-B,9/28/1962
3898,1186-B,10/12/1962
3899,1187-B,9/28/1962
3900,1188-B,9/28/1962
3901,1190-B,10/5/1962
3902,1193-B,9/25/1962
3903,1194-B,10/11/1962
3904,1195-B,10/11/1962
3905,1198-B,10/15/1962
3906,1199-B,10/15/1962
3907,1206-B,10/17/1962
3908,1208-B,10/17/1962
3909,1209-B,10/9/1962
3910,1210-B,10/12/1962
3911,1211-B,10/11/1962
3912,1212-B,10/12/1962
3913,1213-B,10/19/1962
3914,1215-B,10/17/1962
3915,1216-B,10/17/1962
3916,1217-B,10/23/1962
3917,1219-B,10/24/1962
3918,1221-B,10/24/1962
3919,1223-B,10/26/1962
3920,1225-B,10/27/1962
3921,1226-B,10/28/1962
3922,1227-B,10/28/1962
3923,1229-B,10/29/1962
3924,1230-B,10/29/1962
3925,1231-B,10/27/1962
3926,1232-B,10/27/1962
3927,1233-B,10/26/1962
3928,1234-B,10/25/1962
3929,1235-B,10/24/1962
3930,1237-B,11/1/1962
3931,1240-B,11/2/1962
3932,1241-B,10/27/1962
3933,1242-B,11/3/1962
3934,1243-B,11/3/1962
3935,1244-B,11/3/1962
3936,1245-B,10/27/1962
3937,1246-B,11/6/1962
3938,1248-B,11/6/1962
3939,1249-B,11/6/1962
3940,1251-B,10/22/1962
3941,1252-B,10/17/1962
3942,1253-B,10/17/1962
3943,1254-B,10/17/1962
3944,1255-B,11/11/1962
3945,1257-B,11/12/1962
3946,1258-B,11/12/1962
3947,1262-B,11/19/1962
3948,1263-B,11/19/1962
3949,1264-B,10/27/1962
3950,1265-B,10/27/1962
3951,1266-B,11/9/1962
3952,1267-B,11/9/1962
3953,1268-B,11/9/1962
3954,1269-B,11/9/1962
3955,1270-B,11/9/1962
3956,1271-B,11/12/1962
3957,1272-B,11/16/1962
3958,1274-B,11/23/1962
3959,1275-B,11/23/1962
3960,1276-B,11/23/1962
3961,1277-B,11/23/1962
3962,1281-B,11/28/1962
3963,1282-B,11/28/1962
3964,1283-B,11/28/1962
3965,1284-B,11/28/1962
3966,1285-B,11/27/1962
3967,1286-B,11/30/1962
3968,1287-B,12/5/1962
3969,1288-B,12/5/1962
3970,1289-B,12/12/1962
3971,1290-B,11/29/1962
3972,1291-B,1/8/1963
3973,1292-B,1/8/1963
3974,1294-B,1/17/1963
3975,1296-B,1/22/1963
3976,1297-B,1/22/1963
3977,1299-B,1/22/1963
3978,1300-B,1/22/1963
3979,1301-B,1/26/1963
3980,1302-B,1/26/1963
3981,1303-B,1/30/1963
3982,1305-B,2/4/1963
3983,1307-B,2/9/1963
3984,1308-B,2/9/1963
3985,1310-B,1/28/1963
3986,1311-B,2/5/1963
3987,1313-B,1/28/1963
3988,1315-B,2/14/1963
3989,1316-B,2/15/1963
3990,1317-B,2/15/1963
3991,1318-B,2/15/1963
3992,1319-B,2/15/1963
3993,1320-B,2/15/1963
3994,1321-B,2/20/1963
3995,1322-B,2/20/1963
3996,1325-B,2/25/1963
3997,1327-B,2/25/1963
3998,1329-B,2/25/1963
3999,1330-B,2/21/1963
4000,1332-B,3/1/1963
4001,1333-B,3/25/1963
4002,1334-B,3/17/1963
4003,1338-B,4/2/1963
4004,1340-B,4/3/1963
4005,1341-B,4/4/1963
4006,1342-B,4/9/1963
4007,1343-B,4/9/1963
4008,1345-B,4/24/1963
4009,1347-B,5/6/1963
4010,1349-B,3/19/1963
4011,1351-B,5/29/1963
4012,1352-B,5/30/1963
4013,1353-B,6/7/1963
4014,1354-B,6/11/1963
4015,1355-B,6/14/1963
4016,1356-B,6/20/1963
4017,1357-B,6/20/1963
4018,1358-B,7/18/1963
4019,1359-B,7/18/1963
4020,1363-B,8/2/1963
4021,1367-B,8/11/1963
4022,1368-B,8/15/1963
4023,1371-B,2/28/1963
4024,1372-B,5/7/1963
4025,1373-B,5/7/1963
4026,1374-B,5/6/1963
4027,1380-B,8/9/1963
4028,1381-B,8/8/1963
4029,1384-B,8/10/1963
4030,1386-B,8/12/1963
4031,1387-B,8/16/1963
4032,1389-B,9/12/1963
4033,1391-B,10/21/1963
4034,1392-B,10/15/1963
4035,1393-B,10/22/1963
4036,1394-B,10/23/1963
4037,1395-B,10/28/1963
4038,1396-B,11/12/1963
4039,1397-B,11/26/1963
4040,1399-B,11/3/1963
4041,1401-B,11/21/1963
4042,1403-B,6/26/1961
4043,1404-B,6/26/1961
4044,1405-B,6/26/1961
4045,1406-B,6/26/1961
4046,1407-B,6/26/1961
4047,1408-B,6/26/1961
4048,1409-B,6/26/1961
4049,1410-B,6/26/1961
4050,1411-B,6/26/1961
4051,1412-B,6/26/1961
4052,1414-B,6/26/1961
4053,1415-B,8/21/1961
4054,1416-B,8/19/1961
4055,1417-B,6/26/1961
4056,1418-B,6/26/1961
4057,1419-B,6/26/1961
4058,1421-B,6/26/1961
4059,1422-B,6/26/1961
4060,1423-B,6/26/1961
4061,1424-B,6/26/1961
4062,1425-B,6/26/1961
4063,1426-B,6/26/1961
4064,1427-B,6/26/1961
4065,1428-B,9/8/1961
4066,1430-B,9/8/1961
4067,1431-B,9/8/1961
4068,1432-B,9/8/1961
4069,1433-B,9/8/1961
4070,1434-B,9/8/1961
4071,1435-B,9/8/1961
4072,1436-B,9/8/1961
4073,1437-B,9/8/1961
4074,1438-B,9/8/1961
4075,1439-B,9/8/1961
4076,1440-B,9/8/1961
4077,1441-B,9/8/1961
4078,1442-B,9/8/1961
4079,1443-B,9/8/1961
4080,1444-B,9/8/1961
4081,1445-B,9/8/1961
4082,1446-B,6/17/1961
4083,1447-B,8/17/1961
4084,1448-B,8/18/1961
4085,1449-B,9/8/1961
4086,1453-B,2/5/1963
4087,1454-B,2/8/1963
4088,1455-B,2/12/1963
4089,1456-B,3/13/1963
4090,1461-B,7/23/1963
4091,1464-B,8/17/1961
4092,1465-B,8/16/1961
4093,1469-B,10/23/1962
4094,1471-B,2/18/1963
4095,1472-B,2/15/1963
4096,1477-B,3/13/1963
4097,1481-B,6/9/1963
4098,1483-B,7/8/1963
4099,1484-B,7/5/1963
4100,1489-B,9/6/1961
4101,1490-B,9/12/1961
4102,1491-B,9/23/1961
4103,1493-B,9/25/1961
4104,1494-B,9/26/1961
4105,1495-B,9/28/1961
4106,1496-B,9/29/1961
4107,1497-B,9/29/1961
4108,1498-B,9/30/1961
4109,1499-B,10/2/1961
4110,1500-B,10/2/1961
4111,1501-B,10/5/1961
4112,1503-B,10/8/1961
4113,1504-B,10/8/1961
4114,1505-B,10/8/1961
4115,1507-B,10/11/1961
4116,1511-B,10/14/1961
4117,1513-B,10/18/1961
4118,1514-B,10/18/1961
4119,1516-B,10/20/1961
4120,1520-B,10/24/1961
4121,1521-B,10/24/1961
4122,1522-B,10/24/1961
4123,1523-B,10/25/1961
4124,1526-B,10/26/1961
4125,1527-B,10/27/1961
4126,1532-B,10/28/1961
4127,1535-B,10/30/1961
4128,1536-B,10/30/1961
4129,1538-B,10/30/1961
4130,1540-B,10/31/1961
4131,1542-B,10/31/1961
4132,1543-B,10/31/1961
4133,1544-B,10/31/1961
4134,1547-B,11/1/1961
4135,1548-B,11/1/1961
4136,1550-B,11/2/1961
4137,1551-B,11/2/1961
4138,1552-B,11/3/1961
4139,1553-B,11/3/1961
4140,1555-B,11/3/1961
4141,1556-B,11/3/1961
4142,1557-B,11/4/1961
4143,1562-B,11/8/1961
4144,1566-B,11/5/1961
4145,1567-B,11/13/1961
4146,1572-B,11/15/1961
4147,1573-B,11/18/1961
4148,1575-B,11/20/1961
4149,1578-B,11/27/1961
4150,1581-B,12/2/1961
4151,1582-B,12/1/1961
4152,1583-B,12/1/1961
4153,1584-B,12/2/1961
4154,1586-B,12/4/1961
4155,1588-B,12/4/1961
4156,1593-B,12/6/1961
4157,1594-B,12/8/1961
4158,1595-B,12/8/1961
4159,1597-B,12/12/1961
4160,1603-B,12/21/1961
4161,1610-B,12/28/1961
4162,1613-B,1/2/1962
4163,1614-B,12/29/1961
4164,1617-B,12/2/1961
4165,1618-B,12/12/1961
4166,1619-B,12/13/1961
4167,1621-B,1/2/1962
4168,1624-B,1/3/1962
4169,1626-B,12/3/1961
